"","InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"307047","563897","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"2011-08-21 10:44:00",4.95,12523,"France"
"307048","563897","23177","TREASURE ISLAND BOOK BOX",8,"2011-08-21 10:44:00",2.25,12523,"France"
"307049","563897","21531","RED RETROSPOT SUGAR JAM BOWL",6,"2011-08-21 10:44:00",2.55,12523,"France"
"307729","563926","21936","RED RETROSPOT PICNIC BAG",5,"2011-08-21 14:42:00",2.95,12553,"France"
"307730","563926","23196","VINTAGE LEAF MAGNETIC NOTEPAD",12,"2011-08-21 14:42:00",1.45,12553,"France"
"307731","563926","22622","BOX OF VINTAGE ALPHABET BLOCKS",2,"2011-08-21 14:42:00",11.95,12553,"France"
"307732","563926","22385","JUMBO BAG SPACEBOY DESIGN",10,"2011-08-21 14:42:00",2.08,12553,"France"
"307733","563926","23202","JUMBO BAG VINTAGE LEAF",10,"2011-08-21 14:42:00",2.08,12553,"France"
"307734","563926","85099B","JUMBO BAG RED RETROSPOT",10,"2011-08-21 14:42:00",2.08,12553,"France"
"307735","563926","21931","JUMBO STORAGE BAG SUKI",10,"2011-08-21 14:42:00",2.08,12553,"France"
"307736","563926","21221","SET/4 BADGES CUTE CREATURES",10,"2011-08-21 14:42:00",1.25,12553,"France"
"307737","563926","21219","SET/4 BADGES BALLOON GIRL",10,"2011-08-21 14:42:00",1.25,12553,"France"
"307738","563926","22437","SET OF 9 BLACK SKULL BALLOONS",20,"2011-08-21 14:42:00",0.85,12553,"France"
"307739","563926","22554","PLASTERS IN TIN WOODLAND ANIMALS",12,"2011-08-21 14:42:00",1.65,12553,"France"
"307740","563926","22553","PLASTERS IN TIN SKULLS",12,"2011-08-21 14:42:00",1.65,12553,"France"
"307741","563926","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-08-21 14:42:00",1.65,12553,"France"
"307742","563926","22569","FELTCRAFT CUSHION BUTTERFLY",4,"2011-08-21 14:42:00",3.75,12553,"France"
"307743","563926","22749","FELTCRAFT PRINCESS CHARLOTTE DOLL",4,"2011-08-21 14:42:00",3.75,12553,"France"
"307744","563926","22750","FELTCRAFT PRINCESS LOLA DOLL",4,"2011-08-21 14:42:00",3.75,12553,"France"
"307745","563926","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",12,"2011-08-21 14:42:00",1.25,12553,"France"
"307746","563926","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"2011-08-21 14:42:00",4.95,12553,"France"
"307747","563926","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2011-08-21 14:42:00",1.65,12553,"France"
"307748","563926","84077","WORLD WAR 2 GLIDERS ASSTD DESIGNS",48,"2011-08-21 14:42:00",0.29,12553,"France"
"307749","563926","22435","SET OF 9 HEART SHAPED BALLOONS",12,"2011-08-21 14:42:00",1.25,12553,"France"
"307750","563926","POST","POSTAGE",2,"2011-08-21 14:42:00",18,12553,"France"
"310019","564159","20726","LUNCH BAG WOODLAND",10,"2011-08-23 12:43:00",1.65,12593,"France"
"310020","564159","22382","LUNCH BAG SPACEBOY DESIGN ",10,"2011-08-23 12:43:00",1.65,12593,"France"
"310021","564159","22384","LUNCH BAG PINK POLKADOT",10,"2011-08-23 12:43:00",1.65,12593,"France"
"310022","564159","22630","DOLLY GIRL LUNCH BOX",12,"2011-08-23 12:43:00",1.95,12593,"France"
"310023","564159","22629","SPACEBOY LUNCH BOX ",12,"2011-08-23 12:43:00",1.95,12593,"France"
"310313","564173","22991","GIRAFFE WOODEN RULER",12,"2011-08-23 14:23:00",1.95,12567,"France"
"310314","564173","21990","MODERN FLORAL STATIONERY SET",12,"2011-08-23 14:23:00",1.25,12567,"France"
"310315","564173","22492","MINI PAINT SET VINTAGE ",36,"2011-08-23 14:23:00",0.65,12567,"France"
"310316","564173","23168","CLASSIC CAFE SUGAR DISPENSER",12,"2011-08-23 14:23:00",1.25,12567,"France"
"310317","564173","23287","RED VINTAGE SPOT BEAKER",8,"2011-08-23 14:23:00",0.85,12567,"France"
"310318","564173","22551","PLASTERS IN TIN SPACEBOY",12,"2011-08-23 14:23:00",1.65,12567,"France"
"310319","564173","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-08-23 14:23:00",1.65,12567,"France"
"310320","564173","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"2011-08-23 14:23:00",2.95,12567,"France"
"310321","564173","22631","CIRCUS PARADE LUNCH BOX ",12,"2011-08-23 14:23:00",1.95,12567,"France"
"310322","564173","22630","DOLLY GIRL LUNCH BOX",12,"2011-08-23 14:23:00",1.95,12567,"France"
"310323","564173","22659","LUNCH BOX I LOVE LONDON",12,"2011-08-23 14:23:00",1.95,12567,"France"
"310324","564173","22071","SMALL WHITE RETROSPOT MUG IN BOX ",6,"2011-08-23 14:23:00",3.75,12567,"France"
"310325","564173","15056BL","EDWARDIAN PARASOL BLACK",3,"2011-08-23 14:23:00",5.95,12567,"France"
"310326","564173","85014A","BLACK/BLUE POLKADOT UMBRELLA",3,"2011-08-23 14:23:00",5.95,12567,"France"
"310327","564173","85014B","RED RETROSPOT UMBRELLA",3,"2011-08-23 14:23:00",5.95,12567,"France"
"310328","564173","20725","LUNCH BAG RED RETROSPOT",10,"2011-08-23 14:23:00",1.65,12567,"France"
"310329","564173","21286","RETROSPOT CANDLE  LARGE",12,"2011-08-23 14:23:00",2.55,12567,"France"
"310330","564173","21402","RED  EGG  SPOON",24,"2011-08-23 14:23:00",0.12,12567,"France"
"310331","564173","22975","SPACEBOY CHILDRENS EGG CUP",12,"2011-08-23 14:23:00",1.25,12567,"France"
"310332","564173","22976","CIRCUS PARADE CHILDRENS EGG CUP ",12,"2011-08-23 14:23:00",1.25,12567,"France"
"310333","564173","22072","RED RETROSPOT TEA CUP AND SAUCER ",8,"2011-08-23 14:23:00",3.75,12567,"France"
"310334","564173","23326","HANGING MINI COLOURED BOTTLES",48,"2011-08-23 14:23:00",0.63,12567,"France"
"310335","564173","20718","RED RETROSPOT SHOPPER BAG",10,"2011-08-23 14:23:00",1.25,12567,"France"
"310336","564173","22432","WATERING CAN PINK BUNNY",6,"2011-08-23 14:23:00",1.95,12567,"France"
"310337","564173","22431","WATERING CAN BLUE ELEPHANT",6,"2011-08-23 14:23:00",1.95,12567,"France"
"310338","564173","21375","LARGE CAMPHOR WOOD FIELD MUSHROOM ",2,"2011-08-23 14:23:00",5.45,12567,"France"
"310339","564173","21377","SMALL CAMPHOR WOOD FIELD  MUSHROOM",6,"2011-08-23 14:23:00",1.65,12567,"France"
"310340","564173","23207","LUNCH BAG ALPHABET DESIGN",10,"2011-08-23 14:23:00",1.65,12567,"France"
"310341","564173","23206","LUNCH BAG APPLE DESIGN",10,"2011-08-23 14:23:00",1.65,12567,"France"
"310342","564173","22382","LUNCH BAG SPACEBOY DESIGN ",10,"2011-08-23 14:23:00",1.65,12567,"France"
"310343","564173","23235","STORAGE TIN VINTAGE LEAF",6,"2011-08-23 14:23:00",2.89,12567,"France"
"310344","564173","23237","SET OF 4 KNICK KNACK TINS LEAF",6,"2011-08-23 14:23:00",4.15,12567,"France"
"310345","564173","23238","SET OF 4 KNICK KNACK TINS LONDON ",6,"2011-08-23 14:23:00",4.15,12567,"France"
"310346","564173","23239","SET OF 4 KNICK KNACK TINS POPPIES",6,"2011-08-23 14:23:00",4.15,12567,"France"
"310347","564173","21936","RED RETROSPOT PICNIC BAG",10,"2011-08-23 14:23:00",2.95,12567,"France"
"310348","564173","22668","PINK BABY BUNTING",5,"2011-08-23 14:23:00",2.95,12567,"France"
"310349","564173","23298","SPOTTY BUNTING",6,"2011-08-23 14:23:00",4.95,12567,"France"
"310350","564173","21922","UNION STRIPE WITH FRINGE  HAMMOCK",10,"2011-08-23 14:23:00",7.95,12567,"France"
"310351","564173","POST","POSTAGE",4,"2011-08-23 14:23:00",18,12567,"France"
"311145","564226","POST","POSTAGE",2,"2011-08-24 10:13:00",18,12523,"France"
"311146","564226","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"2011-08-24 10:13:00",0.85,12523,"France"
"311147","564226","22139","RETROSPOT TEA SET CERAMIC 11 PC ",3,"2011-08-24 10:13:00",4.95,12523,"France"
"311148","564226","22546","MINI JIGSAW PURDEY",24,"2011-08-24 10:13:00",0.42,12523,"France"
"311149","564226","23231","WRAP  VINTAGE DOILY ",25,"2011-08-24 10:13:00",0.42,12523,"France"
"311150","564226","21535","RED RETROSPOT SMALL MILK JUG",6,"2011-08-24 10:13:00",2.55,12523,"France"
"311151","564226","21533","RETROSPOT LARGE MILK JUG",3,"2011-08-24 10:13:00",4.95,12523,"France"
"311152","564226","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"2011-08-24 10:13:00",1.25,12523,"France"
"311153","564226","22059","CERAMIC STRAWBERRY DESIGN MUG",12,"2011-08-24 10:13:00",1.49,12523,"France"
"311154","564226","22649","STRAWBERRY FAIRY CAKE TEAPOT",8,"2011-08-24 10:13:00",4.95,12523,"France"
"311690","564314","23245","SET OF 3 REGENCY CAKE TINS",4,"2011-08-24 12:58:00",4.95,12695,"France"
"311691","564314","23309","SET OF 60 I LOVE LONDON CAKE CASES ",24,"2011-08-24 12:58:00",0.55,12695,"France"
"311692","564314","22689","DOORMAT MERRY CHRISTMAS RED ",6,"2011-08-24 12:58:00",7.95,12695,"France"
"311693","564314","21955","DOORMAT UNION JACK GUNS AND ROSES",2,"2011-08-24 12:58:00",7.95,12695,"France"
"311694","564314","48138","DOORMAT UNION FLAG",4,"2011-08-24 12:58:00",7.95,12695,"France"
"311695","564314","21411","GINGHAM HEART  DOORSTOP RED",3,"2011-08-24 12:58:00",4.25,12695,"France"
"311696","564314","21624","VINTAGE UNION JACK DOORSTOP",3,"2011-08-24 12:58:00",5.95,12695,"France"
"311697","564314","21408","SPOTTY PINK DUCK DOORSTOP",3,"2011-08-24 12:58:00",4.25,12695,"France"
"311698","564314","22900","SET 2 TEA TOWELS I LOVE LONDON ",6,"2011-08-24 12:58:00",3.25,12695,"France"
"311699","564314","20971","PINK BLUE FELT CRAFT TRINKET BOX",12,"2011-08-24 12:58:00",1.25,12695,"France"
"311700","564314","21650","ASSORTED TUTTI FRUTTI BRACELET",24,"2011-08-24 12:58:00",0.19,12695,"France"
"311701","564314","22091","EMPIRE TISSUE BOX",36,"2011-08-24 12:58:00",0.39,12695,"France"
"311702","564314","22340","NOEL GARLAND PAINTED ZINC ",12,"2011-08-24 12:58:00",1.65,12695,"France"
"312754","564372","16048","TEATIME ROUND PENCIL SHARPENER ",24,"2011-08-25 09:55:00",0.12,12714,"France"
"312755","564372","21933","PINK VINTAGE PAISLEY PICNIC BAG",10,"2011-08-25 09:55:00",1.65,12714,"France"
"312756","564372","21932","SCANDINAVIAN PAISLEY PICNIC BAG",10,"2011-08-25 09:55:00",1.65,12714,"France"
"312757","564372","22396","MAGNETS PACK OF 4 RETRO PHOTO",12,"2011-08-25 09:55:00",0.39,12714,"France"
"312758","564372","22398","MAGNETS PACK OF 4 SWALLOWS",12,"2011-08-25 09:55:00",0.39,12714,"France"
"312759","564372","22403","MAGNETS PACK OF 4 VINTAGE LABELS ",12,"2011-08-25 09:55:00",0.39,12714,"France"
"312760","564372","22400","MAGNETS PACK OF 4 HOME SWEET HOME",12,"2011-08-25 09:55:00",0.39,12714,"France"
"312761","564372","22402","MAGNETS PACK OF 4 VINTAGE COLLAGE",12,"2011-08-25 09:55:00",0.39,12714,"France"
"312762","564372","POST","POSTAGE",6,"2011-08-25 09:55:00",18,12714,"France"
"312763","564372","23287","RED VINTAGE SPOT BEAKER",16,"2011-08-25 09:55:00",0.85,12714,"France"
"312764","564372","23288","GREEN VINTAGE SPOT BEAKER",16,"2011-08-25 09:55:00",0.85,12714,"France"
"312765","564372","23285","PINK VINTAGE SPOT BEAKER",16,"2011-08-25 09:55:00",0.85,12714,"France"
"312766","564372","23286","BLUE VINTAGE SPOT BEAKER",16,"2011-08-25 09:55:00",0.85,12714,"France"
"312767","564372","23290","SPACEBOY CHILDRENS BOWL",8,"2011-08-25 09:55:00",1.25,12714,"France"
"312768","564372","23292","SPACEBOY CHILDRENS CUP",8,"2011-08-25 09:55:00",1.25,12714,"France"
"312769","564372","23291","DOLLY GIRL CHILDRENS CUP",8,"2011-08-25 09:55:00",1.25,12714,"France"
"312770","564372","23289","DOLLY GIRL CHILDRENS BOWL",8,"2011-08-25 09:55:00",1.25,12714,"France"
"312771","564372","23293","SET OF 12 FAIRY CAKE BAKING CASES",8,"2011-08-25 09:55:00",0.83,12714,"France"
"312772","564372","23296","SET OF 6 TEA TIME BAKING CASES",8,"2011-08-25 09:55:00",1.25,12714,"France"
"312773","564372","23294","SET OF 6 SNACK LOAF BAKING CASES",8,"2011-08-25 09:55:00",0.83,12714,"France"
"312774","564372","23345"," DOLLY GIRL BEAKER",12,"2011-08-25 09:55:00",1.25,12714,"France"
"312775","564372","23352","ROLL WRAP 50'S RED CHRISTMAS ",12,"2011-08-25 09:55:00",1.25,12714,"France"
"312776","564372","23350","ROLL WRAP VINTAGE SPOT ",12,"2011-08-25 09:55:00",1.25,12714,"France"
"312777","564372","23353","6 GIFT TAGS VINTAGE CHRISTMAS ",12,"2011-08-25 09:55:00",0.83,12714,"France"
"312778","564372","23346","SPACEBOY BEAKER",12,"2011-08-25 09:55:00",1.25,12714,"France"
"312779","564372","23354","6 GIFT TAGS 50'S CHRISTMAS ",12,"2011-08-25 09:55:00",0.83,12714,"France"
"312780","564372","20750","RED RETROSPOT MINI CASES",6,"2011-08-25 09:55:00",7.95,12714,"France"
"312781","564372","20749","ASSORTED COLOUR MINI CASES",4,"2011-08-25 09:55:00",7.95,12714,"France"
"312782","564372","22449","SILK PURSE BABUSHKA PINK",6,"2011-08-25 09:55:00",3.35,12714,"France"
"312783","564372","20679","EDWARDIAN PARASOL RED",3,"2011-08-25 09:55:00",5.95,12714,"France"
"312784","564372","20725","LUNCH BAG RED RETROSPOT",30,"2011-08-25 09:55:00",1.65,12714,"France"
"312785","564372","20728","LUNCH BAG CARS BLUE",10,"2011-08-25 09:55:00",1.65,12714,"France"
"312786","564372","22382","LUNCH BAG SPACEBOY DESIGN ",20,"2011-08-25 09:55:00",1.65,12714,"France"
"312787","564372","20727","LUNCH BAG  BLACK SKULL.",20,"2011-08-25 09:55:00",1.65,12714,"France"
"312788","564372","23206","LUNCH BAG APPLE DESIGN",20,"2011-08-25 09:55:00",1.65,12714,"France"
"312789","564372","23207","LUNCH BAG ALPHABET DESIGN",20,"2011-08-25 09:55:00",1.65,12714,"France"
"312790","564372","23208","LUNCH BAG VINTAGE LEAF DESIGN",10,"2011-08-25 09:55:00",1.65,12714,"France"
"312791","564372","23209","LUNCH BAG VINTAGE DOILY ",10,"2011-08-25 09:55:00",1.65,12714,"France"
"312792","564372","22383","LUNCH BAG SUKI DESIGN ",10,"2011-08-25 09:55:00",1.65,12714,"France"
"312793","564372","21936","RED RETROSPOT PICNIC BAG",5,"2011-08-25 09:55:00",2.95,12714,"France"
"312794","564372","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",6,"2011-08-25 09:55:00",2.95,12714,"France"
"312795","564372","22328","ROUND SNACK BOXES SET OF 4 FRUITS ",6,"2011-08-25 09:55:00",2.95,12714,"France"
"312796","564372","21218","RED SPOTTY BISCUIT TIN",6,"2011-08-25 09:55:00",3.75,12714,"France"
"312797","564372","22348","TEA BAG PLATE RED RETROSPOT",12,"2011-08-25 09:55:00",0.85,12714,"France"
"312798","564372","22027","TEA PARTY BIRTHDAY CARD",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312799","564372","21509","COWBOYS AND INDIANS BIRTHDAY CARD ",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312800","564372","21507","ELEPHANT, BIRTHDAY CARD, ",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312801","564372","22024","RAINY LADIES BIRTHDAY CARD",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312802","564372","22028","PENNY FARTHING BIRTHDAY CARD",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312803","564372","22716","CARD CIRCUS PARADE",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312804","564372","22029","SPACEBOY BIRTHDAY CARD",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312805","564372","22817","CARD SUKI BIRTHDAY",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312806","564372","22983","CARD BILLBOARD FONT",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312807","564372","22585","PACK OF 6 BIRDY GIFT TAGS",12,"2011-08-25 09:55:00",1.25,12714,"France"
"312808","564372","22715","CARD WEDDING DAY",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312809","564372","22906","12 MESSAGE CARDS WITH ENVELOPES",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312810","564372","22984","CARD GINGHAM ROSE ",12,"2011-08-25 09:55:00",0.42,12714,"France"
"312811","564372","84674","FLYING PIG WATERING CAN",6,"2011-08-25 09:55:00",2.95,12714,"France"
"312812","564372","21207","SKULL AND CROSSBONES  GARLAND ",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312813","564372","21205","MULTICOLOUR 3D BALLS GARLAND",6,"2011-08-25 09:55:00",2.55,12714,"France"
"312814","564372","21204","DAISIES  HONEYCOMB GARLAND ",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312815","564372","22551","PLASTERS IN TIN SPACEBOY",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312816","564372","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312817","564372","22557","PLASTERS IN TIN VINTAGE PAISLEY ",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312818","564372","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2011-08-25 09:55:00",1.65,12714,"France"
"312819","564372","22466","FAIRY TALE COTTAGE NIGHTLIGHT",12,"2011-08-25 09:55:00",1.95,12714,"France"
"312820","564372","22418","10 COLOUR SPACEBOY PEN",24,"2011-08-25 09:55:00",0.85,12714,"France"
"312821","564372","46000S","POLYESTER FILLER PAD 40x40cm",4,"2011-08-25 09:55:00",1.45,12714,"France"
"312822","564372","22637","PIGGY BANK RETROSPOT ",4,"2011-08-25 09:55:00",2.55,12714,"France"
"313184","564471","22081","RIBBON REEL FLORA + FAUNA ",10,"2011-08-25 12:26:00",1.65,12583,"France"
"313185","564471","22082","RIBBON REEL STRIPES DESIGN ",10,"2011-08-25 12:26:00",1.65,12583,"France"
"313186","564471","22080","RIBBON REEL POLKADOTS ",20,"2011-08-25 12:26:00",1.65,12583,"France"
"313187","564471","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"2011-08-25 12:26:00",1.45,12583,"France"
"313188","564471","21156","RETROSPOT CHILDRENS APRON",8,"2011-08-25 12:26:00",1.95,12583,"France"
"313189","564471","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",24,"2011-08-25 12:26:00",0.85,12583,"France"
"313190","564471","21086","SET/6 RED SPOTTY PAPER CUPS",24,"2011-08-25 12:26:00",0.65,12583,"France"
"313191","564471","21094","SET/6 RED SPOTTY PAPER PLATES",24,"2011-08-25 12:26:00",0.85,12583,"France"
"313192","564471","23445","ICE CREAM BUBBLES",20,"2011-08-25 12:26:00",0.83,12583,"France"
"313193","564471","22326","ROUND SNACK BOXES SET OF4 WOODLAND ",18,"2011-08-25 12:26:00",2.95,12583,"France"
"313194","564471","POST","POSTAGE",1,"2011-08-25 12:26:00",18,12583,"France"
"313239","564479","15056BL","EDWARDIAN PARASOL BLACK",6,"2011-08-25 13:12:00",5.95,12682,"France"
"313240","564479","20679","EDWARDIAN PARASOL RED",3,"2011-08-25 13:12:00",5.95,12682,"France"
"313241","564479","85014B","RED RETROSPOT UMBRELLA",3,"2011-08-25 13:12:00",5.95,12682,"France"
"313242","564479","85014A","BLACK/BLUE POLKADOT UMBRELLA",3,"2011-08-25 13:12:00",5.95,12682,"France"
"313243","564479","23238","SET OF 4 KNICK KNACK TINS LONDON ",6,"2011-08-25 13:12:00",4.15,12682,"France"
"313244","564479","23347","I LOVE LONDON BEAKER",12,"2011-08-25 13:12:00",1.25,12682,"France"
"313245","564479","22556","PLASTERS IN TIN CIRCUS PARADE ",12,"2011-08-25 13:12:00",1.65,12682,"France"
"313246","564479","22551","PLASTERS IN TIN SPACEBOY",12,"2011-08-25 13:12:00",1.65,12682,"France"
"313247","564479","22554","PLASTERS IN TIN WOODLAND ANIMALS",12,"2011-08-25 13:12:00",1.65,12682,"France"
"313248","564479","21731","RED TOADSTOOL LED NIGHT LIGHT",12,"2011-08-25 13:12:00",1.65,12682,"France"
"313249","564479","22892","SET OF SALT AND PEPPER TOADSTOOLS",12,"2011-08-25 13:12:00",1.25,12682,"France"
"313250","564479","22197","POPCORN HOLDER",12,"2011-08-25 13:12:00",0.85,12682,"France"
"313251","564479","23298","SPOTTY BUNTING",3,"2011-08-25 13:12:00",4.95,12682,"France"
"313252","564479","22432","WATERING CAN PINK BUNNY",6,"2011-08-25 13:12:00",1.95,12682,"France"
"313253","564479","23203","JUMBO BAG VINTAGE DOILY ",20,"2011-08-25 13:12:00",2.08,12682,"France"
"313254","564479","22382","LUNCH BAG SPACEBOY DESIGN ",10,"2011-08-25 13:12:00",1.65,12682,"France"
"313255","564479","23206","LUNCH BAG APPLE DESIGN",10,"2011-08-25 13:12:00",1.65,12682,"France"
"313256","564479","23209","LUNCH BAG VINTAGE DOILY ",10,"2011-08-25 13:12:00",1.65,12682,"France"
"313257","564479","23199","JUMBO BAG APPLES",10,"2011-08-25 13:12:00",2.08,12682,"France"
"313258","564479","85099B","JUMBO BAG RED RETROSPOT",10,"2011-08-25 13:12:00",2.08,12682,"France"
"313259","564479","22385","JUMBO BAG SPACEBOY DESIGN",10,"2011-08-25 13:12:00",2.08,12682,"France"
"313260","564479","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",10,"2011-08-25 13:12:00",2.08,12682,"France"
"313261","564479","POST","POSTAGE",2,"2011-08-25 13:12:00",18,12682,"France"
"313673","564531","22110","BIRD HOUSE HOT WATER BOTTLE",6,"2011-08-25 15:04:00",2.55,12624,"France"
"313674","564531","21484","CHICK GREY HOT WATER BOTTLE",4,"2011-08-25 15:04:00",3.45,12624,"France"
"313675","564531","22759","SET OF 3 NOTEBOOKS IN PARCEL",12,"2011-08-25 15:04:00",1.65,12624,"France"
"313676","564531","21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,"2011-08-25 15:04:00",3.75,12624,"France"
"313677","564531","21703","BAG 125g SWIRLY MARBLES",12,"2011-08-25 15:04:00",0.42,12624,"France"
"313678","564531","22423","REGENCY CAKESTAND 3 TIER",1,"2011-08-25 15:04:00",12.75,12624,"France"
"313679","564531","21584","RETROSPOT SMALL TUBE MATCHES",20,"2011-08-25 15:04:00",1.65,12624,"France"
"313680","564531","22319","HAIRCLIPS FORTIES FABRIC ASSORTED",12,"2011-08-25 15:04:00",0.65,12624,"France"
"313681","564531","21485","RETROSPOT HEART HOT WATER BOTTLE",6,"2011-08-25 15:04:00",4.95,12624,"France"
"313682","564531","22595","GINGHAM HEART DECORATION",12,"2011-08-25 15:04:00",0.85,12624,"France"
"313683","564531","21429","RED GINGHAM ROSE JEWELLERY BOX",8,"2011-08-25 15:04:00",1.95,12624,"France"
"313684","564531","21249","WOODLAND  HEIGHT CHART STICKERS ",6,"2011-08-25 15:04:00",2.95,12624,"France"
"313685","564531","21576","LETS GO SHOPPING COTTON TOTE BAG",6,"2011-08-25 15:04:00",2.25,12624,"France"
"313686","564531","21577","SAVE THE PLANET COTTON TOTE BAG",6,"2011-08-25 15:04:00",2.25,12624,"France"
"313687","564531","21754","HOME BUILDING BLOCK WORD",3,"2011-08-25 15:04:00",5.95,12624,"France"
"313688","564531","22629","SPACEBOY LUNCH BOX ",12,"2011-08-25 15:04:00",1.95,12624,"France"
"313689","564531","22631","CIRCUS PARADE LUNCH BOX ",12,"2011-08-25 15:04:00",1.95,12624,"France"
"313690","564531","23356","LOVE HOT WATER BOTTLE",3,"2011-08-25 15:04:00",5.95,12624,"France"
"313691","564531","POST","POSTAGE",2,"2011-08-25 15:04:00",18,12624,"France"
"314918","564670","21086","SET/6 RED SPOTTY PAPER CUPS",12,"2011-08-26 15:44:00",0.65,12683,"France"
"314919","564670","21988","PACK OF 6 SKULL PAPER PLATES",12,"2011-08-26 15:44:00",0.85,12683,"France"
"314920","564670","21094","SET/6 RED SPOTTY PAPER PLATES",12,"2011-08-26 15:44:00",0.85,12683,"France"
"314921","564670","21080","SET/20 RED RETROSPOT PAPER NAPKINS ",12,"2011-08-26 15:44:00",0.85,12683,"France"
"314922","564670","21989","PACK OF 20 SKULL PAPER NAPKINS",12,"2011-08-26 15:44:00",0.85,12683,"France"
"314923","564670","22908","PACK OF 20 NAPKINS RED APPLES",12,"2011-08-26 15:44:00",0.85,12683,"France"
"314924","564670","22895","SET OF 2 TEA TOWELS APPLE AND PEARS",6,"2011-08-26 15:44:00",3.25,12683,"France"
"314925","564670","22437","SET OF 9 BLACK SKULL BALLOONS",20,"2011-08-26 15:44:00",0.85,12683,"France"
"314926","564670","22435","SET OF 9 HEART SHAPED BALLOONS",90,"2011-08-26 15:44:00",1.06,12683,"France"
"314927","564670","23159","SET OF 5 PANCAKE DAY MAGNETS",36,"2011-08-26 15:44:00",2.08,12683,"France"
"314928","564670","23298","SPOTTY BUNTING",3,"2011-08-26 15:44:00",4.95,12683,"France"
"314929","564670","47566","PARTY BUNTING",4,"2011-08-26 15:44:00",4.95,12683,"France"
"314930","564670","22974","CHILDRENS DOLLY GIRL MUG",12,"2011-08-26 15:44:00",1.65,12683,"France"
"314931","564670","84375","SET OF 20 KIDS COOKIE CUTTERS",12,"2011-08-26 15:44:00",2.1,12683,"France"
"314932","564670","21719","LOVELY BONBON STICKER SHEET",12,"2011-08-26 15:44:00",0.85,12683,"France"
"314933","564670","23293","SET OF 12 FAIRY CAKE BAKING CASES",8,"2011-08-26 15:44:00",0.83,12683,"France"
"314934","564670","23296","SET OF 6 TEA TIME BAKING CASES",8,"2011-08-26 15:44:00",1.25,12683,"France"
"314935","564670","23297","SET 40 HEART SHAPE PETIT FOUR CASES",16,"2011-08-26 15:44:00",1.65,12683,"France"
"314936","564670","23325","RUSTIC STRAWBERRY JAM POT SMALL",12,"2011-08-26 15:44:00",1.65,12683,"France"
"314937","564670","23348","CHILDRENS TOY COOKING UTENSIL SET",6,"2011-08-26 15:44:00",2.08,12683,"France"
"314938","564670","23346","SPACEBOY BEAKER",12,"2011-08-26 15:44:00",1.25,12683,"France"
"314939","564670","23345"," DOLLY GIRL BEAKER",12,"2011-08-26 15:44:00",1.25,12683,"France"
"314940","564670","23156","SET OF 5 MINI GROCERY MAGNETS",12,"2011-08-26 15:44:00",2.08,12683,"France"
"314941","564670","21196","ROUND WHITE CONFETTI IN TUBE",12,"2011-08-26 15:44:00",1.65,12683,"France"
"314942","564670","21197","MULTICOLOUR  CONFETTI IN TUBE",12,"2011-08-26 15:44:00",1.65,12683,"France"
"314943","564670","21198","WHITE HEART CONFETTI IN TUBE",12,"2011-08-26 15:44:00",1.65,12683,"France"
"314944","564670","21199","PINK  HEART CONFETTI IN TUBE",12,"2011-08-26 15:44:00",1.65,12683,"France"
"314945","564670","22631","CIRCUS PARADE LUNCH BOX ",12,"2011-08-26 15:44:00",1.95,12683,"France"
"314946","564670","23252","VINTAGE RED ENAMEL TRIM JUG ",4,"2011-08-26 15:44:00",3.75,12683,"France"
"314947","564670","23251","VINTAGE RED ENAMEL TRIM MUG ",12,"2011-08-26 15:44:00",1.25,12683,"France"
